het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,guard_neutralized,method
9XY,CC/C(=C(\c1ccc(cc1)O)/c2ccc(cc2)OCCNC)/c3ccccc3,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC[NH2+]C)cc1)c1ccccc1,7.4,2,9.58;10.00,phenol:1,pkasolver+weak_acid_guard
A1AEA,CCCN1CC(C1)Oc2ccc(cc2)[C@@H]3c4c(c5ccccc5[nH]4)C[C@H](N3CC(C)(C)F)C,CCC[NH+]1CC(Oc2ccc([C@@H]3c4[nH]c5ccccc5c4C[C@@H](C)N3CC(C)(C)F)cc2)C1,7.4,4,5.25;6.92;7.66;10.23,,pkasolver
A1AHO,COc1ccc(cc1)N(CC2CC2)S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,COc1ccc(N(CC2CC2)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,4.63;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHS,COc1ccc2c(c1)CCCN2S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,COc1ccc2c(c1)CCCN2S(=O)(=O)[C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,7.4,3,4.76;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHU,c1ccc2c(c1)CCCN2S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,O=S(=O)([C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1)N1CCCc2ccccc21,7.4,3,4.58;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHV,c1ccc2c(c1)CCN2S(=O)(=O)[C@H]3C[C@@H]4C(=C([C@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,O=S(=O)([C@H]1C[C@H]2O[C@@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1)N1CCc2ccccc21,7.4,3,4.42;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHW,COc1ccc(cc1)N(CCO)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,COc1ccc(N(CCO)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,4,4.42;8.30;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHX,CC(C)(CN(c1ccc(cc1)OC)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O)F,COc1ccc(N(CC(C)(C)F)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,4.38;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHY,COc1ccc(cc1)N(C2CCCCC2)S(=O)(=O)[C@H]3C[C@@H]4C(=C([C@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,COc1ccc(N(C2CCCCC2)S(=O)(=O)[C@H]2C[C@H]3O[C@@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,4.73;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AHZ,COc1ccc(cc1)N(C2CCCCC2)S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,COc1ccc(N(C2CCCCC2)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,4.73;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AI0,c1ccc(c(c1)C2(CCCC2)CN(Cc3cccc(c3Cl)O)c4ccc(cc4)OC5CN(C5)CCCF)F,Oc1cccc(CN(CC2(c3ccccc3F)CCCC2)c2ccc(OC3C[NH+](CCCF)C3)cc2)c1Cl,7.4,3,5.62;7.79;10.00,phenol:1,pkasolver+weak_acid_guard
A1AIZ,c1cc(ccc1c2c(c3ccc(cc3s2)O)Oc4ccc(cc4)OCCCCNC(=O)C5CCC(CC5)C(F)(F)F)O,O=C(NCCCCOc1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)C1CCC(C(F)(F)F)CC1,7.4,4,7.21;8.72;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1AQV,[C@]12([C@@]3(C4([C@]5(C3(C(C1([C@]5(C2(C4(O)O)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,OC1(O)C2(Cl)[C@@]3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)[C@](Cl)(C1(Cl)[C@]53Cl)[C@]24Cl,7.4,1,7.57,,pkasolver
A1ASN,CCCN1CC(C1)COc2ccc(cc2)[C@@H]3c4ccc(cc4CC5(N3C(=O)c6ccccc6)CC5)O,CCC[NH+]1CC(COc2ccc([C@@H]3c4ccc(O)cc4CC4(CC4)N3C(=O)c3ccccc3)cc2)C1,7.4,3,5.58;9.19;10.00,phenol:1,pkasolver+weak_acid_guard
A1BV9,c1ccc(cc1)C(=O)N2[C@@H](c3ccc(cc3CC24CC4)O)c5ccc(cc5)OC[C@@H]6CN(C=C6)CCCF,O=C(c1ccccc1)N1[C@H](c2ccc(OC[C@H]3C=C[NH+](CCCF)C3)cc2)c2ccc(O)cc2CC12CC2,7.4,3,5.48;8.52;10.00,phenol:1,pkasolver+weak_acid_guard
A1ET8,C[C@H]1CCC[C@@H](CC[C@@H](/C=C/c2cc(cc(c2C(=O)O1)O)O)O)O,C[C@H]1CCC[C@H](O)CC[C@H](O)/C=C/c2cc(O)cc(O)c2C(=O)O1,7.4,4,7.43;7.45;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1ET9,C[C@H]1C[C@H](CC(=O)CCC/C=C/c2cc(cc(c2C(=O)O1)O)O)O,C[C@H]1C[C@@H](O)CC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,7.4,3,7.45;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
A1I00,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)F,Cc1cccc(F)c1Nc1c(-c2ccc(NC(=O)CCl)cc2)nc2ccccn12,7.4,5,3.93;5.38;5.57;8.98;9.48,,pkasolver
A1I01,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)Cl,Cc1cccc(Cl)c1Nc1c(-c2ccc(NC(=O)CCl)cc2)nc2ccccn12,7.4,5,3.84;5.30;5.46;8.93;9.43,,pkasolver
A1I02,Cc1cc(cc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)C)O,Cc1cc(O)cc(C)c1Nc1c(-c2ccc(NC(=O)CCl)cc2)nc2ccccn12,7.4,6,4.21;5.62;6.18;9.53;10.00;10.06,phenol:1,pkasolver+weak_acid_guard
A1I0P,Cc1ccc2nc(c(n2c1)Nc3c(cccc3Cl)C)c4ccc(cc4)NC(=O)CCl,Cc1ccc2nc(-c3ccc(NC(=O)CCl)cc3)c(Nc3c(C)cccc3Cl)n2c1,7.4,5,4.11;5.41;5.64;9.15;10.11,,pkasolver
A1I0Q,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)CNC(=O)CCl)Cl,Cc1cccc(Cl)c1Nc1c(-c2ccc(CNC(=O)CCl)cc2)nc2ccccn12,7.4,5,4.04;5.29;5.88;8.86;10.00,,pkasolver
A1I0R,Cc1cccc(c1Nc2c(nc3n2cccc3)C4CCC(CC4)NC(=O)CCl)Cl,Cc1cccc(Cl)c1Nc1c(C2CCC([NH2+]C(=O)CCl)CC2)nc2ccccn12,7.4,5,4.44;5.42;7.95;8.85;9.21,,pkasolver
A1I0S,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4F)NC(=O)CCl)C,Cc1cccc(C)c1Nc1c(-c2ccc(NC(=O)CCl)cc2F)nc2ccccn12,7.4,5,3.99;5.37;5.78;8.98;9.71,,pkasolver
A1I0T,Cc1ccc2nc(c(n2c1)Nc3c(cccc3C)C)c4ccc(cc4F)NC(=O)CCl,Cc1ccc2nc(-c3ccc(NC(=O)CCl)cc3F)c(Nc3c(C)cccc3C)n2c1,7.4,5,4.40;5.01;6.06;9.25;9.86,,pkasolver
A1I0U,Cc1cccc(c1Nc2c(nc3n2cc(cc3)Cl)c4ccc(cc4F)NC(=O)CCl)C,Cc1cccc(C)c1Nc1c(-c2ccc(NC(=O)CCl)cc2F)nc2ccc(Cl)cn12,7.4,5,3.93;5.32;5.70;9.03;9.60,,pkasolver
A1I0V,c1ccc(cc1)CNc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl,O=C(CCl)Nc1ccc(-c2nc3ccccn3c2NCc2ccccc2)cc1,7.4,5,3.71;4.75;5.94;9.23;10.18,,pkasolver
A1I0W,c1ccc(c(c1)CNc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)F,O=C(CCl)Nc1ccc(-c2nc3ccccn3c2NCc2ccccc2F)cc1,7.4,5,3.69;4.67;5.83;9.08;9.95,,pkasolver
A1I0X,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)C,Cc1cccc(C)c1Nc1c(-c2ccc(NC(=O)CCl)cc2)nc2ccccn12,7.4,5,3.91;5.36;5.76;9.35;9.94,,pkasolver
A1I0Y,Cc1cccc(c1Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl)OC,COc1cccc(C)c1Nc1c(-c2ccc(NC(=O)CCl)cc2)nc2ccccn12,7.4,5,3.99;5.45;5.87;9.34;9.88,,pkasolver
A1I0Z,c1ccc(cc1)Nc2c(nc3n2cccc3)c4ccc(cc4)NC(=O)CCl,O=C(CCl)Nc1ccc(-c2nc3ccccn3c2Nc2ccccc2)cc1,7.4,5,3.79;4.38;5.53;9.27;10.09,,pkasolver
A1JQT,Cc1c(scn1)c2ccc(cc2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCCCCCC(=O)NC[C@@H](C)C4=C5[C@H]([C@@H]([C@@H]([C@@H]\6CC[C@@H](/C6=C/[C@]5([C@H](C4)O)C)COC)C)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC(C)(C)C=C)O)O)O)O,C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)CNC(=O)CCCCCCCCCCCC(=O)[NH2+][C@H](C(=O)[NH+]4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,7.4,13,6.50;7.20;7.40;7.47;8.20;8.39;8.41;8.43;8.49;8.53;8.66;8.71;9.04,,pkasolver
A48,B(c1c(cc(cc1C)C)C)(c2c(cc(cc2C)C)C)N(CC(F)(F)F)c3ccc(cc3)O,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)N(CC(F)(F)F)c2ccc(O)cc2)c(C)c1,7.4,2,4.12;10.00,phenol:1,pkasolver+weak_acid_guard
AEJ,c1ccc(cc1)[N@@]2CCc3cc(ccc3[C@H]2c4ccc(cc4)[N@]5CC[N@@]6CCCC[C@H]6C5)O,Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CC[NH+]3CCCC[C@H]3C2)cc1,7.4,4,5.41;7.16;9.20;10.00,phenol:1,pkasolver+weak_acid_guard
AIH,C[C@H]1CN(C[C@@H]1C)CCOc2ccc(cc2)[C@H]3[C@H](Sc4cc(ccc4O3)O)c5ccc(cc5)O,C[C@H]1C[NH+](CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,7.4,3,8.38;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
AIJ,C[C@@H](COc1ccc(cc1)[C@H]2[C@H](Sc3cc(ccc3O2)O)c4ccc(cc4)O)N5CCCC5,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)[NH+]1CCCC1,7.4,3,8.54;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
AIT,C[C@H](COc1ccc(cc1)[C@H]2[C@H](Sc3cc(ccc3O2)O)c4ccc(cc4)O)N5CCCC5,C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)[NH+]1CCCC1,7.4,3,8.54;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
AIU,C[C@@H]1CN(C[C@H]1C)CCOc2ccc(cc2)[C@H]3[C@H](Sc4cc(ccc4O3)O)c5ccc(cc5)O,C[C@@H]1C[NH+](CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C,7.4,3,8.38;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
AU,[Au+],[Au+],7.4,0,,,pkasolver:no_ionizable
B81,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,7.4,2,9.01;9.22,,pkasolver
BCT,C(=O)(O)[O-],O=C([O-])[O-],7.4,2,3.52;4.19,,pkasolver
C8L,C1N2C3C4N(C2=O)CN5C6C7N(C5=O)CN8C9C2N(C8=O)CN5C8C%10N(C5=O)CN5C%11C%12N(C5=O)CN5C%13C%14N(C5=O)CN5C%15C%16N(C5=O)CN5C%17C(N1C5=O)N1CN3C(=O)N4CN6C(=O)N7CN9C(=O)N2CN8C(=O)N%10CN%11C(=O)N%12CN%13C(=O)N%14CN%15C(=O)N%16CN%17C1=O,O=C1N2C[NH+]3C(=O)[NH+]4C[NH+]5C(=O)[NH+]6C[NH+]7C(=O)[NH+]8C[NH+]9C(=O)[NH+]%10C[NH+]%11C(=O)[NH+]%12C[NH+]%13C(=O)[NH+]%14C[NH+]%15C(=O)[NH+]%16C[NH+]1C1C2[NH+]2C[NH+]%17C(=O)[NH+](C[NH+]%18C(=O)[NH+](C[NH+]%19C(=O)[NH+](C[NH+]%20C(=O)[NH+](C[NH+]%21C(=O)[NH+](C[NH+]%22C(=O)[NH+](C[NH+]%23C(=O)[NH+](C[NH+]1C2=O)C%16C%15%23)C%14C%13%22)C%12C%11%21)C%10C9%20)C8C7%19)C6C5%18)C4C3%17,7.4,1,6.31,,pkasolver
CM3,C[C@@H]1c2c(ccc(c2F)O)O[C@H]([C@H]1c3ccc(cc3)O)c4ccc(cc4)OCCN5CCCCC5,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCC[NH+]3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,7.4,3,7.64;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
CM4,C[C@@H]1c2cc(ccc2O[C@H]([C@H]1c3ccc(cc3)O)c4ccc(cc4)OCCN5CCCC5)O,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCC[NH+]3CCCC3)cc2)[C@H]1c1ccc(O)cc1,7.4,3,8.34;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
CUE,c1cc2c(cc1O)oc-3c2C(=O)Oc4c3ccc(c4)O,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
CYS,C([C@@H](C(=O)O)N)S,[NH3+][C@@H](CS)C(=O)[O-],7.4,3,3.10;5.47;9.32,,pkasolver
DC8,c1cc(ccc1[C@H]2[C@H]3CC(C[C@H]3c4cc(ccc4O2)O)(F)F)O,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
DRQ,CC/C=C\c1cc2c(cc1O)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,CC/C=C\c1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,7.4,2,9.80;10.00,phenol:1,pkasolver+weak_acid_guard
E4D,c1cc(ccc1[C@@H]2[C@@H](Oc3ccc(cc3S2)O)c4ccc(cc4)OCCN5CCCCC5)O,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCC[NH+]3CCCCC3)cc2)cc1,7.4,3,8.26;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
EED,C[C@]12C[C@@H]([C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)COC,COC[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@@H]2CCc3cc(O)ccc3[C@@H]12,7.4,1,9.81,,pkasolver
EES,c1cc(ccc1n2c(c3cc(ccc3n2)O)Cl)O,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,7.4,3,4.58;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
EEU,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#Cc5cc(nc(c5)CN(CC(=O)O)CC(=O)O)CN(CC(=O)O)CC(=O)O)O)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)C#Cc1cc(CN(CC(=O)[O-])CC(=O)[O-])nc(C[NH+](CC(=O)[O-])CC(=O)[O-])c1,7.4,8,3.20;3.52;4.26;5.71;5.84;7.33;8.42;10.00,phenol:1,pkasolver+weak_acid_guard
EI1,CCc1c2cc(ccc2nn1c3ccc(cc3)O)O,CCc1c2cc(O)ccc2nn1-c1ccc(O)cc1,7.4,3,5.54;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
EMY,c1ccc(cc1)CC(=O)Sc2cc(nc(n2)Cl)NCc3ccc(cc3)O,O=C(Cc1ccccc1)Sc1cc(NCc2ccc(O)cc2)nc(Cl)n1,7.4,5,3.81;4.07;4.76;9.04;10.00,phenol:1,pkasolver+weak_acid_guard
ESE,C[C@]12CC[C@H](C[C@H]1CC[C@@H]2O)c3ccc(cc3)O,C[C@]12CC[C@@H](c3ccc(O)cc3)C[C@H]1CC[C@@H]2O,7.4,2,9.65;10.00,phenol:1,pkasolver+weak_acid_guard
ESL,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,7.4,2,10.04;10.10,,pkasolver
ETC,CC[C@@H]1Cc2cc(ccc2C3=C1c4ccc(cc4C[C@H]3CC)O)O,CC[C@@H]1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1C[C@H]2CC,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
EU,[Eu+2],[Eu+2],7.4,0,,,pkasolver:no_ionizable
