het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,method
VFM,CC(C)C(=O)Nc1nnc(s1)S(=O)(=O)N,CC(C)C(=O)Nc1nnc(S(N)(=O)=O)s1,7.4,5,3.28;5.50;7.17;8.38;9.20,pkasolver
VGS,CC(C)(C)C(=O)Nc1nnc(s1)S(=O)(=O)N,CC(C)(C)C(=O)Nc1nnc(S(N)(=O)=O)s1,7.4,5,2.94;3.97;6.97;8.36;8.96,pkasolver
VGV,C1CCC(CC1)C(=O)Nc2nnc(s2)S(=O)(=O)N,NS(=O)(=O)c1nnc(NC(=O)C2CCCCC2)s1,7.4,5,3.46;5.35;7.37;8.69;9.39,pkasolver
VQC,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)N)C,C[C@]12CC[C@H](OS(N)(=O)=O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.4,2,7.21;8.53,pkasolver
VQH,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)N)C,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(N)(=O)=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C=O,7.4,2,7.02;8.61,pkasolver
VQW,C[C@@H]1CC(=O)[C@@]2([C@@H]1[C@@H]3CC[C@@H]4C[C@@H](CC[C@@]4([C@H]3CC2)C)OS(=O)(=O)N)C,C[C@@H]1CC(=O)[C@@]2(C)CC[C@H]3[C@@H](CC[C@@H]4C[C@H](OS(N)(=O)=O)CC[C@@]43C)[C@H]12,7.4,2,7.20;8.66,pkasolver
VRI,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)N)C)C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS([NH3+])(=O)=O)CC[C@]4(C)[C@H]3CC[C@]12C,7.4,2,7.44;8.97,pkasolver
VRN,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OS(=O)(=O)N,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,7.4,2,7.10;8.61,pkasolver
VS9,C[C@@]12CCC[C@H]1[C@@H]3CCc4cc(ccc4[C@H]3CC2)OS(=O)(=O)N,C[C@@]12CCC[C@H]1[C@@H]1CCc3cc(OS(N)(=O)=O)ccc3[C@H]1CC2,7.4,2,7.14;9.05,pkasolver
VYV,c1ccc(cc1)NC(=O)NCCS(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc([NH2+]S(=O)(=O)CCNC(=O)Nc2ccccc2)cc1,7.4,6,6.30;6.82;7.75;9.31;9.80;10.14,pkasolver
VYY,Cc1ccc(cc1)NC(=O)NCCS(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N,Cc1ccc(NC(=O)NCCS(=O)(=O)[NH2+]c2ccc(S(N)(=O)=O)cc2)cc1,7.4,6,6.40;6.96;7.91;9.46;9.94;10.27,pkasolver
VZ1,Cc1cc(cc(c1)NC(=O)NCCS(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N)C,Cc1cc(C)cc(NC(=O)NCCS(=O)(=O)[NH2+]c2ccc(S(N)(=O)=O)cc2)c1,7.4,6,6.48;7.04;7.91;9.46;9.93;10.18,pkasolver
VZ4,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,CCc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.4,2,7.17;8.67,pkasolver
VZ5,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,CCc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,7.4,3,7.21;9.02;9.68,pkasolver
VZD,c1cc(ccc1NC(=O)NCCS(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N)F,NS(=O)(=O)c1ccc([NH2+]S(=O)(=O)CCNC(=O)Nc2ccc(F)cc2)cc1,7.4,6,6.30;6.78;7.70;9.27;9.74;9.98,pkasolver
WJN,c1cc(ccc1C(F)(F)F)NC(=O)Nc2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,7.4,6,3.20;3.31;7.29;9.80;10.58;10.65,pkasolver
WWX,c1ccc(cc1)[C@H]([C@H](c2ccccc2)O)Nc3c(c(c(c(c3S(=O)(=O)CCO)F)F)S(=O)(=O)N)F,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(N[C@H](c2ccccc2)[C@@H](O)c2ccccc2)c1F,7.4,5,6.49;7.27;8.11;8.25;8.93,pkasolver
WWZ,c1cc(ccc1NC(=O)Nc2ccc(cc2)S(=O)(=O)N)F,[NH3+]S(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,7.4,6,3.33;3.49;7.52;9.90;10.76;10.87,pkasolver
WZB,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4OS(=O)(=O)N)C,CCc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS([NH3+])(=O)=O)CC[C@@H]12,7.4,3,6.83;7.88;9.16,pkasolver
XCZ,Cc1ccnc(n1)S(=O)(=O)N,Cc1ccnc(S(N)(=O)=O)n1,7.4,3,2.69;6.79;8.71,pkasolver
YNF,CCCCNC(=O)c1cc(c(cc1SC2CCCCC2)Cl)S(=O)(=O)N,CCCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1SC1CCCCC1,7.4,4,3.48;6.77;8.96;9.38,pkasolver
010,c1ccc(cc1)CO,OCc1ccccc1,7.4,1,10.55,pkasolver
03T,c1ccc2c(c1)cc(s2)S(=O)(=O)N,NS(=O)(=O)c1cc2ccccc2s1,7.4,2,6.58;9.01,pkasolver
067,c1cc(ccc1n2cc(nn2)C34C5=C6[Ru]5378912(C6=C74)C3C8=C9C1=C23)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(-n2cc([C]34[C]5=[C]6[C]7=[C]3[Ru]6754389%10[C]4=[C]3[CH]8[C]9=[C]4%10)nn2)cc1,7.4,4,2.75;3.18;3.89;4.46,pkasolver
0CR,COc1cc2c3cc1OCCOc4cc5c(cc4OCc6cn(nn6)CCc7ccc(cc7)S(=O)(=O)N)Cc8cc9c(cc8Cc1cc(c(cc1C5)OCc1cn(nn1)CCC(=O)O)OCCOc1cc(c(cc1OC)Cc1cc(c(cc1C3)OC)OCCO9)C2)OCc1cn(nn1)CCC(=O)O,COc1cc2c3cc1OCCOc1cc4c(cc1OCc1cn(CCC(=O)[O-])nn1)Cc1cc5c(OCc6cn(CCC(=O)[O-])nn6)cc1Cc1cc(c(OCc6cn(CCc7ccc(S([NH3+])(=O)=O)cc7)nn6)cc1C4)OCCOc1cc(c(cc1OC)Cc1cc(c(OC)cc1C3)OCCO5)C2,7.4,6,4.54;4.57;5.64;6.77;7.98;8.68,pkasolver
0F3,c1cc(ccc1NS(=O)(=O)N)S(=O)(=O)N,NS(=O)(=O)c1ccc(NS([NH3+])(=O)=O)cc1,7.4,4,6.81;8.44;10.44;10.87,pkasolver
0FZ,COc1ccc2c(c1)CCN=C2c3ccc(cc3)S(=O)(=O)N,COc1ccc2c(c1)CCN=C2c1ccc(S(N)(=O)=O)cc1,7.4,2,7.11;9.78,pkasolver
0I6,COc1cc(cc(c1OC)OC)[Te]C[C@@H](C[Se]c2ccc(cc2)S(=O)(=O)N)O,COc1cc([Te]C[C@H](O)C[Se]c2ccc(S([NH3+])(=O)=O)cc2)cc(OC)c1OC,7.4,3,7.61;9.51;9.72,pkasolver
0IC,COc1cc(cc(c1OC)OC)[Te]C[C@H](C[Se]c2ccc(cc2)S(=O)(=O)N)O,COc1cc([Te]C[C@@H](O)C[Se]c2ccc(S([NH3+])(=O)=O)cc2)cc(OC)c1OC,7.4,3,7.61;9.51;9.72,pkasolver
0VW,C1CNC(=NS(=O)(=O)N)NC1,[NH3+]S(=O)(=O)[NH+]=C1NCCCN1,7.4,2,7.44;10.51,pkasolver
0VX,C1CO/C(=N\S(=O)(=O)N)/N1,NS(=O)(=O)/[NH+]=C1/NCCO1,7.4,3,6.79;9.42;9.70,pkasolver
0VY,C1CCN(C1)/C(=N/S(=O)(=O)N)/N,N/C(=[NH+]\S(N)(=O)=O)N1CCCC1,7.4,1,10.97,pkasolver
0VZ,CCOC(=O)[C@@H]1CS/C(=N\S(=O)(=O)N)/N1,CCOC(=O)[C@@H]1CS/C(=[NH+]\S(N)(=O)=O)N1,7.4,3,6.21;7.81;8.39,pkasolver
1CN,c1c(cc(c(c1F)N)Cl)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N,Nc1c(F)cc(S(=O)(=O)[N-]c2nnc(S(N)(=O)=O)s2)cc1Cl,7.4,2,5.11;7.07,pkasolver
1CR,COc1cc2c3cc1OCCOc4cc5c(cc4OCc6cn(nn6)CCc7ccc(cc7)S(=O)(=O)N)Cc8cc9c(cc8Cc1cc(c(cc1C5)OCc1cn(nn1)CCC(=O)O)OCCOc1cc(c(cc1OC)Cc1cc(c(cc1C3)OC)OCCO9)C2)OCc1cn(nn1)CCC(=O)O,COc1cc2c3cc1OCCOc1cc4c(cc1OCc1cn(CCC(=O)[O-])nn1)Cc1cc5c(OCc6cn(CCC(=O)[O-])nn6)cc1Cc1cc(c(OCc6cn(CCc7ccc(S([NH3+])(=O)=O)cc7)nn6)cc1C4)OCCOc1cc(c(cc1OC)Cc1cc(c(OC)cc1C3)OCCO5)C2,7.4,6,4.54;4.57;5.64;6.77;7.98;8.68,pkasolver
1EZ,c1cc(ccc1NC(=O)CC23CC4CC(C2)CC(C4)C3)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1,7.4,4,4.19;7.51;10.02;10.85,pkasolver
1GD,c1ccc(cc1)CC(=O)NCc2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(CNC(=O)Cc2ccccc2)cc1,7.4,4,4.02;7.09;9.49;10.98,pkasolver
1GO,c1cc(sc1)CC(=O)Nc2nnc(s2)S(=O)(=O)N,NS(=O)(=O)c1nnc(NC(=O)Cc2cccs2)s1,7.4,5,3.27;5.14;6.85;8.07;8.93,pkasolver
1MZ,Cn1cc[nH+]c1,Cn1ccnc1,7.4,1,7.20,pkasolver
1QV,c12c(c(c(c(c1sc(n2)S(=O)(=O)N)F)F)F)F,[NH-]S(=O)(=O)c1nc2c(F)c(F)c(F)c(F)c2s1,7.4,3,3.04;5.88;7.15,pkasolver
1SA,c1(nnc(s1)S(=O)(=O)N)N,Nc1nnc(S(N)(=O)=O)s1,7.4,1,5.25,pkasolver
1SD,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S(=O)(=O)N)O)O)O)O,NS(=O)(=O)[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,7.4,4,6.78;9.01;9.64;9.86,pkasolver
1VQ,Cc1ncc(n1CCOS(=O)(=O)N)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CCOS(N)(=O)=O,7.4,3,3.56;6.39;7.42,pkasolver
25Y,B1234B567B189B212B33%10B454B656B787C911B232B715C4%1062CNS(=O)(=O)N,B1234B567B189B212B33%10B454B656B787C911B232B715C4%1062CNS(=O)(=O)N,7.4,0,,fallback:unparseable
26E,B123B45B167B289B31B823B966B744B622[C@]45C321CNS(=O)(=O)N,B123B45B167B289B31B823B966B744B622[C@]45C321CNS(=O)(=O)N,7.4,0,,fallback:unparseable
2C7,c1cc2c(cc1OS(=O)(=O)N)S(=O)(=O)C(=C2)CC3CCCCCC3,NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(CC1CCCCCC1)=C2,7.4,2,6.84;8.55,pkasolver
2HC,c1ccc(c(c1)\C=C\C(=O)O)O,O=C([O-])/C=C/c1ccccc1O,7.4,2,4.96;9.22,pkasolver
2MZ,Cc1[nH]ccn1,Cc1[nH]cc[nH+]1,7.4,3,3.99;8.19;11.07,pkasolver
2VQ,Cc1ncc(n1CCNS(=O)(=O)N)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CC[NH2+]S(N)(=O)=O,7.4,5,4.26;7.16;8.04;8.09;8.21,pkasolver
2YU,CC1=CC(=S)N(C=C1)O,Cc1ccn([O-])c(=S)c1,7.4,1,4.81,pkasolver
3BS,CC1(CC(CC(N1O)(C)C)NC(=S)Nc2ccc(cc2Cl)S(=O)(=O)N)C,CC1(C)CC([NH2+]C(=S)Nc2ccc(S(N)(=O)=O)cc2Cl)CC(C)(C)[NH+]1O,7.4,6,2.97;5.33;6.63;7.55;9.03;9.93,pkasolver
3CC,CCCC(CCC)C(=O)N[C@@H]1Cc2ccc(cc2C1)S(=O)(=O)N,CCCC(CCC)C(=O)[NH2+][C@@H]1Cc2ccc(S([NH3+])(=O)=O)cc2C1,7.4,4,7.51;7.81;9.42;10.79,pkasolver
3CO,[Co+3],[Co+3],7.4,0,,pkasolver:no_ionizable
3FH,C1=CN(C(=S)C(=C1)C(F)(F)F)O,[O-]n1cccc(C(F)(F)F)c1=S,7.4,1,3.91,pkasolver
3G1,c1ccc(cc1)C[S@](=O)c2ccccc2C(=O)O,O=C([O-])c1ccccc1[S@@](=O)Cc1ccccc1,7.4,1,3.05,pkasolver
3I4,c1cc(ccc1CONCC(=O)N[C@@H](CO)C(=O)N)S(=O)(=O)N,NS(=O)(=O)c1ccc(CO[NH2+]CC(=O)[NH2+][C@@H](CO)C([NH3+])=O)cc1,7.4,7,5.82;7.06;7.83;8.02;8.54;8.63;8.72,pkasolver
3J3,C1CN(CCC1OS(=O)(=O)N)S(=O)(=O)[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,NS(=O)(=O)OC1CC[NH+](S(=O)(=O)[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)CC1,7.4,5,4.56;6.54;8.61;9.18;9.37,pkasolver
3MH,CC1=CC=CN(C1=S)O,Cc1cccn([O-])c1=S,7.4,1,4.85,pkasolver
3O1,CC(C)(C)OC(=O)NCCCCOc1ccc(cc1)S(=O)(=O)N,CC(C)(C)OC(=O)NCCCCOc1ccc(S([NH3+])(=O)=O)cc1,7.4,4,3.90;7.60;9.98;10.09,pkasolver
3O5,c1cc(ccc1OCCCCN)S(=O)(=O)N,NS(=O)(=O)c1ccc(OCCCC[NH3+])cc1,7.4,3,7.37;9.99;10.24,pkasolver
3T7,c1ccc(cc1)n2cc(nn2)CN(Cc3cn(nn3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)c5nnc(s5)S(=O)(=O)N,[NH-]S(=O)(=O)c1nnc(N(Cc2cn(-c3ccccc3)nn2)Cc2cn([C@@H]3O[C@H](C[O-])[C@@H]([O-])[C@H](O)[C@H]3[O-])nn2)s1,7.4,6,3.39;4.84;5.87;6.13;6.32;6.35,pkasolver
3W3,C=CCOc1ccc(cc1)S(=O)(=O)N,C=CCOc1ccc(S(N)(=O)=O)cc1,7.4,2,6.99;9.72,pkasolver
45I,c1ccc(cc1)CCNS(=O)(=O)c2cc(ccc2C(=O)O)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(C(=O)[O-])c(S(=O)(=O)[N-]CCc2ccccc2)c1,7.4,5,4.51;5.68;6.39;6.68;7.06,pkasolver
45L,Cc1cccc(c1)C(=O)NN,Cc1cccc(C(=O)NN)c1,7.4,1,8.85,pkasolver
463,CC(=O)Nc1cccc(c1)CN,CC(=O)Nc1cccc(C[NH3+])c1,7.4,3,5.39;9.41;10.93,pkasolver
47J,Cc1cc(n(n1)C)CN,Cc1cc(C[NH3+])n(C)n1,7.4,2,3.83;8.05,pkasolver
47S,CN(C)c1cccc(c1)C(=O)NN,CN(C)c1cccc(C(=O)NN)c1,7.4,2,4.84;9.58,pkasolver
498,c1cc(ccc1n2c(cnn2)C34C5=C6[Ru]5378912(C6=C74)C3C8=C9C1=C23)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(-n2nncc2[C]23[C]4=[C]5[C]6=[C]2[Ru]56432789[C]3=[C]2[CH]7[C]8=[C]39)cc1,7.4,4,2.81;3.27;3.86;4.31,pkasolver
4FH,C1=CN(C(=S)C=C1C(F)(F)F)O,[O-]n1ccc(C(F)(F)F)cc1=S,7.4,1,3.70,pkasolver
4H2,CC1=CC(=S)NC=C1,Cc1cc[nH]c(=S)c1,7.4,2,3.66;9.73,pkasolver
4HO,CC1=CC(=O)N(C=C1)O,Cc1ccn([O-])c(=O)c1,7.4,1,4.70,pkasolver
4J3,NOS(=O)(=O)N,NOS(N)(=O)=O,7.4,0,,pkasolver:no_ionizable
4K9,c1ccc2c(c1)CCCN2C(=O)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)N2CCCc3ccccc32)cc1,7.4,3,3.02;6.83;9.13,pkasolver
4KB,c1cc(ccc1C(=O)N2CCc3cc(c(cc3C2)O)O)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)[NH+]2CCc3cc(O)c(O)cc3C2)cc1,7.4,5,5.89;6.99;8.88;9.29;9.51,pkasolver
4KC,c1ccc2c(c1)CCN(C2)C(=O)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)[NH+]2CCc3ccccc3C2)cc1,7.4,3,4.74;6.62;9.05,pkasolver
4KD,COc1cc2c(cc1OC)CN(CC2)C(=O)c3ccc(cc3)S(=O)(=O)N,COc1cc2c(cc1OC)C[NH+](C(=O)c1ccc(S(N)(=O)=O)cc1)CC2,7.4,3,5.13;6.76;9.07,pkasolver
4NZ,c1cc(ccc1[N+](=O)[O-])S(=O)(=O)N,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,7.4,2,6.28;8.58,pkasolver
4SN,CC(=O)OC[C@H]1[C@H](C([C@H]([C@@H](O1)S(=O)(=O)NCCCCCOS(=O)(=O)N)OC(=O)C)OC(=O)C)OC(=O)C,CC(=O)OC[C@@H]1O[C@@H](S(=O)(=O)NCCCCCOS(N)(=O)=O)[C@H](OC(C)=O)C(OC(C)=O)[C@@H]1OC(C)=O,7.4,4,5.74;7.25;8.28;8.81,pkasolver
4TR,c1cc(ccc1C#N)N(Cc2ccc(c(c2)Br)OS(=O)(=O)N)n3cnnc3,N#Cc1ccc(N(Cc2ccc(OS([NH-])(=O)=O)c(Br)c2)n2cnnc2)cc1,7.4,4,2.64;3.04;5.57;6.89,pkasolver
4TZ,c1cc(ccc1CN(c2ccc(cc2)C#N)n3cnnc3)OS(=O)(=O)N,N#Cc1ccc(N(Cc2ccc(OS([NH-])(=O)=O)cc2)n2cnnc2)cc1,7.4,4,2.62;3.03;5.52;6.91,pkasolver
510,COC(=O)[C@@H]1C[C@H](CN1S(=O)(=O)[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)OS(=O)(=O)N,COC(=O)[C@@H]1C[C@@H](OS(N)(=O)=O)C[NH+]1S(=O)(=O)[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,7.4,6,3.99;6.45;8.53;9.04;9.19;9.19,pkasolver
51J,CC#CCNS(=O)(=O)c1cc(ccc1C(=O)O)S(=O)(=O)N,CC#CC[N-]S(=O)(=O)c1cc(S([NH-])(=O)=O)ccc1C(=O)[O-],7.4,5,3.69;5.08;5.41;5.62;6.65,pkasolver
520,c1cc(ccc1c2ccc(cc2)S(=O)(=O)N)C(=O)c3ccc(cc3)N,Nc1ccc(C(=O)c2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)cc1,7.4,0,,pkasolver:no_ionizable
53X,CCn1cc(c2c1cccc2)c3cc(n(n3)C)C(=O)O,CCn1cc(-c2cc(C(=O)[O-])n(C)n2)c2ccccc21,7.4,2,3.19;4.71,pkasolver
5CX,CC(C)c1ccccc1c2ccc(cc2)S(=O)(=O)N,CC(C)c1ccccc1-c1ccc(S(N)(=O)=O)cc1,7.4,2,6.93;9.58,pkasolver
5DS,CN(C)c1nnc(s1)[C@H](N)S(=O)(=O)N,CN(C)c1nnc([C@H]([NH3+])S(N)(=O)=O)s1,7.4,5,2.95;3.41;6.81;7.91;8.59,pkasolver
5DT,c1ccc(cc1)CCSc2c(c(c(c(c2F)F)S(=O)(=O)N)NCc3ccccc3)F,NS(=O)(=O)c1c(F)c(F)c(SCCc2ccccc2)c(F)c1NCc1ccccc1,7.4,4,3.85;6.74;8.60;9.53,pkasolver
5KZ,CC(=O)OC[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)S(=O)(=O)NCCCCCOS(=O)(=O)N)OC(=O)C)OC(=O)C)OC(=O)C,CC(=O)OC[C@H]1O[C@@H](S(=O)(=O)NCCCCCOS(N)(=O)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,7.4,4,5.74;7.25;8.28;8.81,pkasolver
5L2,CC(=O)OC[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)S(=O)(=O)N2C[C@@H](C[C@H]2C(=O)OC)OS(=O)(=O)N)O)O)O,COC(=O)[C@@H]1C[C@@H](OS(N)(=O)=O)C[NH+]1S(=O)(=O)[C@@H]1O[C@@H](COC(C)=O)[C@@H](O)[C@@H](O)[C@H]1O,7.4,4,4.17;6.60;8.64;9.26,pkasolver
5L3,CC(=O)O[C@@H]1[C@@H]([C@H]([C@H](O[C@@H]1S(=O)(=O)N2CCC(CC2)OS(=O)(=O)N)CO)O)O,CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1S(=O)(=O)[NH+]1CCC(OS(N)(=O)=O)CC1,7.4,5,4.75;6.64;8.52;9.05;9.24,pkasolver
5MH,CC1=CN(C(=S)C=C1)O,Cc1ccc(=S)n([O-])c1,7.4,1,4.83,pkasolver
5O5,c1cc(c(cc1OCc2[nH]nnn2)Cl)Cl,Clc1ccc(OCc2nnn[n-]2)cc1Cl,7.4,4,3.29;3.33;3.54;4.77,pkasolver
5OT,c1cc(cc(c1)I)NC(=S)Nc2ccc(cc2)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(NC(=S)Nc2cccc(I)c2)cc1,7.4,5,2.89;3.56;7.45;9.67;10.65,pkasolver
5RD,CCCCNCc1ccc(cc1)S(=O)(=O)N,CCCC[NH2+]Cc1ccc(S([NH3+])(=O)=O)cc1,7.4,3,7.59;9.87;10.09,pkasolver
5UM,c1cc(sc1)CC(=O)Nc2ccc(cc2F)S(=O)(=O)N,NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)c(F)c1,7.4,4,4.03;6.65;8.78;10.08,pkasolver
5UN,c1cc(sc1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,7.4,4,3.76;7.03;9.43;10.64,pkasolver
5WM,c1ccc2c(c1)C(=CS2(=O)=O)CNS(=O)(=O)N,NS(=O)(=O)[NH2+]CC1=CS(=O)(=O)c2ccccc21,7.4,4,7.22;8.44;8.76;9.09,pkasolver
5WN,c1ccc2c(c1)c(cs2)CNS(=O)(=O)N,[NH3+]S(=O)(=O)[NH2+]Cc1csc2ccccc12,7.4,4,7.66;9.13;9.13;10.12,pkasolver
62I,CC(=O)OC[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)S(=O)(=O)N2CCC(CC2)OS(=O)(=O)N)O)O)O,CC(=O)OC[C@H]1O[C@H](S(=O)(=O)[NH+]2CCC(OS(N)(=O)=O)CC2)[C@H](O)[C@H](O)[C@H]1O,7.4,4,4.78;6.74;8.73;9.43,pkasolver
64W,CNC(=O)Nc1ccc(cc1)S(=O)(=O)N,CNC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.4,5,3.44;7.07;9.76;10.98;11.18,pkasolver
65M,CN(Cc1ccccc1)C(=O)Nc2cccc(c2)S(=O)(=O)N,C[NH+](Cc1ccccc1)C(=O)Nc1cccc(S(N)(=O)=O)c1,7.4,5,3.21;5.87;6.92;9.16;9.92,pkasolver
667,c1cc2c(cc1OS(=O)(=O)N)OC(=O)C3=C2CCCCC3,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,7.4,2,6.34;7.99,pkasolver
670,c1cc(ccc1n2cc(nn2)C34C5=C6[Fe]5378912(C6=C74)C3C8=C9C1=C23)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(-n2cc([C]34[C]5=[C]6[C]7=[C]3[Fe]6754389%10[C]4=[C]3[CH]8[C]9=[C]4%10)nn2)cc1,7.4,4,2.75;3.18;3.89;4.46,pkasolver
6J5,c1ccc(c(c1)OCc2[nH]nnn2)Cl,Clc1ccccc1OCc1nnn[n-]1,7.4,3,3.21;3.46;4.81,pkasolver
6KE,C[C@@H](C(=O)Nc1ccc(cc1)S(=O)(=O)N)SC2=NC(=C(C(=O)N2)C#N)c3ccc(cc3)Cl,C[C@H](Sc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,7.4,5,4.59;6.56;8.50;9.04;9.80,pkasolver
6M9,B1(c2ccccc2CO1)O,OB1OCc2ccccc21,7.4,0,,pkasolver:no_ionizable
6MH,CC1=CC=CC(=S)N1O,Cc1cccc(=S)n1[O-],7.4,1,5.82,pkasolver
6YH,c1ccc2c(c1)ncn2CC(=O)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)Cn2cnc3ccccc32)cc1,7.4,3,3.38;6.86;8.73,pkasolver
6ZX,C/C(=C\C(=O)O)/c1ccc(cc1)Cl,C/C(=C\C(=O)[O-])c1ccc(Cl)cc1,7.4,1,4.42,pkasolver
75W,[H]/N=N/c1ccc(cc1)S(=O)(=O)N,[H]/N=N/c1ccc(S(N)(=O)=O)cc1,7.4,2,6.39;8.35,pkasolver
75Y,c1cc(ccc1NC(=O)CN2C(=O)C=CC2=O)S(=O)(=O)N,NS(=O)(=O)c1ccc(NC(=O)C[NH+]2C(=O)C=CC2=O)cc1,7.4,5,3.02;5.03;6.62;9.15;10.17,pkasolver
7B1,c1ccc(cc1)C(=O)Nc2nc3cc(ccc3o2)S(=O)(=O)N,NS(=O)(=O)c1ccc2oc(NC(=O)c3ccccc3)nc2c1,7.4,5,2.83;3.56;5.88;7.55;8.82,pkasolver
7FH,C1=CC(=S)N(C=C1C(F)(F)F)O,[O-]n1cc(C(F)(F)F)ccc1=S,7.4,1,3.75,pkasolver
7MH,CC1=CC(=S)N(C(=C1)C)O,Cc1cc(C)n([O-])c(=S)c1,7.4,1,6.08,pkasolver
7O8,c1cc(ccc1CSc2ccc(s2)S(=O)(=O)N)Cl,NS(=O)(=O)c1ccc(SCc2ccc(Cl)cc2)s1,7.4,2,6.56;8.82,pkasolver
7QS,c1ccc(cc1)[C@@H]2C(=O)NC(=O)S2,O=C1[N-]C(=O)[C@@H](c2ccccc2)S1,7.4,1,6.62,pkasolver
7QY,COc1ccc(c(c1)OC)C[C@@H]2C(=O)NC(=O)S2,COc1ccc(C[C@H]2SC(=O)[N-]C2=O)c(OC)c1,7.4,1,6.66,pkasolver
